order_id,customer_id,order_purchase_timestamp,order_estimated_delivery_date,customer_unique_id,customer_city,customer_state,product_id,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_id,seller_city,seller_state,price,freight_value,qty,total_amount
03f9705f9135ccb809e74e902f19b2e8,22fdc6255f0b1dd9fb663cbf1e8f9db9,4/25/2017 21:15,5/19/2017 0:00,96bb17715acbdb1da4c67b365068a634,sao paulo,SP,cc68bcd2a2720e95aef8b6cb71f62ed9,54,660,1,154,17,10,13,a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,19.33,10.96,1,19.33
1498068c608b11a2902e212d4d65d62c,ea26c56ff6442484745579ed30526f01,10/20/2017 16:32,11/9/2017 0:00,8dfbc9064378d19ac99a21ac353072d7,niteroi,RJ,bb1ee1154c7f9b5329328e3fab9e6bb2,54,983,5,8800,32,5,40,38e6dada03429a47197d5d584d793b41,sao paulo,SP,239.36,43.69,1,239.36
22f963cdff9b03259d2eaeb9a023a526,8312052fb72da6debe8ca86d2c34d29b,6/20/2018 16:52,8/14/2018 0:00,c9c45784680f997e4c30b3e48516f71d,manaus,AM,19c91ef95d509ea33eda93495c4d3481,50,1257,1,700,25,12,19,06a2c3af7b3aee5d69171b0e14f0ee87,sao luis,MA,122.99,25.21,1,122.99
1c3a0c1d7e9d92523cfe3bfad809a439,730bc94d728719b06600f19d84e92584,3/11/2018 11:11,4/6/2018 0:00,776f97a51344626338b5eefded4d3a98,maceio,AL,759329d7653fd0c9a2b00d60aa8dd047,48,541,1,200,26,5,13,a5dd1946fb63ada8bcaa0c9cd8f11e22,caruaru,PE,21.49,13.61,1,21.49
1bd0359d89e511c3c49753133e831bb8,f75bc4f44ca718dcc8eff4ea5ab8e7ee,10/14/2017 10:58,11/29/2017 0:00,617f1d791e1c0306ee1dbfcef62fa8ae,joao pessoa,PB,d2f2c2b94c6ac44ece0bd0dd202c7939,54,241,4,1050,32,12,32,710e3548e02bc1d2831dfc4f1b5b14d4,rolandia,PR,35.99,46.88,1,35.99
0a9c38d73482b8d81ae7f7ccc5d8796c,19af3b88c973b50b29266c10687fd137,8/12/2017 11:50,9/6/2017 0:00,25e8912d19240df7c992f0bc0f61ee2a,uba,MG,1491a8ff192d4b5c369b0eaa2fe33ee5,46,162,5,4600,60,19,50,37be5a7c751166fbc5f8ccba4119e043,sao paulo,SP,205,26.27,1,205
0132f39e8ad9b42ad2d41c847f44c0ed,a09467d10848ae399caa6f3fb072c6cd,7/5/2018 14:49,7/18/2018 0:00,25511fcf533a8ec723b46f105394da12,sao paulo,SP,fc13bac52be6640d9a77f54894e2c0e6,42,1158,1,550,17,9,13,e24d3429d294b2eb200b064ebb035879,sao paulo,SP,28.8,8.36,1,28.8
1ab592bcd5d82491578a95e113886d3c,15ddd9dc07f311ce66b456ca3337c8bc,3/3/2018 19:47,3/21/2018 0:00,c5c6a8c6cfd8ec52fbfc483490106186,cassia,MG,b3129f40b427408e82987db1b30eefd9,57,184,1,650,30,8,25,0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,24.5,13.37,1,24.5
1d554a2374156f36bdb7e0e6dbcad2d0,7c5e43a858e70710d676a6f70d4f02aa,7/19/2018 17:24,8/6/2018 0:00,1f411180ef22032e1bbf9ec7a94a6ebf,indaiatuba,SP,37c0cfb5f2381b6130c1ddaa5df146ae,59,1359,3,1200,32,31,17,7299e27ed73d2ad986de7f7c77d919fa,araguari,MG,250,24.55,1,250
08915d73ff742886f0b4c9429af3c959,cd1e26832990fe789ebf64b0bd3de6c1,4/22/2018 21:23,5/11/2018 0:00,d0191e354b8298f3ec37607d43ed1df9,sao paulo,SP,16ed6a6e3fce23b741650437fe58d65b,49,1226,1,750,35,15,35,e5a38146df062edaf55c38afa99e42dc,sao paulo,SP,89.18,8.98,1,89.18
0517a3e68dac3308995edca2144db36e,17b05621a4b0481d008669e0a474b984,4/26/2018 18:53,6/1/2018 0:00,87674a7a03e104c3d506f2a06108e686,aracaju,SE,53b36df67ebb7c41585e8d54d6772e08,33,523,3,584,16,11,13,7d13fca15225358621be4086e1eb0964,ribeirao preto,SP,99.9,0,1,99.9
1db6b3e51590f33eb7c5f063687a8f2d,ab2d91a034e1a373815d0993bfc44b63,1/20/2018 21:10,2/19/2018 0:00,3fa91cfccc63518b93970bebfd232365,sao paulo,SP,1e618d311a1b7f88a9d96ec50aa85582,42,540,4,9950,31,61,31,d94a40fd42351c259927028d163af842,baependi,MG,129,25.74,1,129
1f21b692c9d8f0368278413ecd0878f3,f6d01e6dfb9a211be352a82eda1afca2,3/4/2017 16:52,3/27/2017 0:00,cf512cfdf59fee3876844764595d3fff,campinas,SP,a695ab8413ea83619cde9b18292d6aa1,38,503,4,1700,23,7,23,1da366cade6d8276e7d8beea7af5d4bf,uba,MG,40,14.52,1,40
1606a97aa8d4a52d6d2c6467eeb5f4c0,b68ca3fdfa4b1a01d49ea5a86b47f829,8/6/2018 11:46,8/22/2018 0:00,1bf01d651bed9bce021e42821cf2836b,ribeirao preto,SP,6f0169f259bb0ff432bfff7d829b9946,58,918,6,1050,16,20,16,213b25e6f54661939f11710a6fddb871,salto,SP,119.85,15.15,1,119.85
0ec20e561e76d49aa3ca434872643de2,4f98668ad1d46cba77e45d3cc23121a9,10/24/2017 10:24,11/9/2017 0:00,f64aac8b568b587bc2133ba53c8a5cfb,sao paulo,SP,154e7e31ebfa092203795c972e5804a6,48,575,1,100,20,15,15,cc419e0650a3c5ba77189a1882b7556a,santo andre,SP,23.99,7.78,1,23.99
1cf0fc2c07de89a211f8dcf9ff5af15b,97a0e2c05d5882609289a1816e234ba0,8/7/2018 21:53,8/15/2018 0:00,e983d6a5d6a92e29fcc48d7b42a6031e,monte mor,SP,701ff123e9085dcc9c2f833efded6374,50,268,5,10664,61,63,35,ff1fb4c404b2efe68b03350a8dc24122,mogi das cruzes,SP,395,20.94,1,395
085505e898297808653c70305ae11f47,956cc3292d13bea359eaf6683f410bf6,1/24/2018 12:33,2/21/2018 0:00,b4a2566d92e7d3dd3e4b5dd74f970824,lins,SP,86332b1229c41aeb4ab9d85472de3ed9,59,1841,1,2350,28,10,28,8ab42aa58097fd4668d60cc648225d5f,goiania,GO,260,30.96,2,520
03e2b2c32adfd7016fbdf98a70a7077c,1ed1934ecae75619009545519aebab61,5/13/2018 18:33,6/13/2018 0:00,e6e62ad03df4dc30856d12fe2c1c1366,maracanau,CE,0eb8e03d4ef83152c4642b606b5bbdec,47,348,1,2900,40,10,35,cac4c8e7b1ca6252d8f20b2fc1a2e4af,indaiatuba,SP,29.99,15.16,1,29.99
10d6e6ff69ff215144be63f043568409,698ce68fcad36a397cc2bc59c4ed7369,4/25/2018 14:50,5/23/2018 0:00,930e41d28eee0e7075ba3d0ebb5d3801,jose de freitas,PI,98190f6a2c3253d07ca86525bb238162,25,813,1,1836,61,6,24,dbd66278cbfe1aa1000f90a217ca4695,sao paulo,SP,72,32.3,1,72
10271ddf4e66d7ebde86598c2447761d,f1b4e52c63caa18218f3d64e9f402638,1/30/2017 12:15,3/17/2017 0:00,712f57b0313fdcf9ebbae22e13082da8,contagem,MG,d585c50d622ff40b4d69959caa42a5a3,50,1580,1,1036,20,19,14,64b87978a11c1ea7501a89eabe8c2c1a,presidente bernardes,SP,69.99,18,1,69.99
17229fc3b255deaf774bd892c1673951,70685ed2b54ea53d14b41a1e7c57b06d,6/4/2018 12:12,7/5/2018 0:00,81886a904fd1466adf8129fc130982af,bauru,SP,50571d0f0f8ffbeec1c64cefeec01135,58,526,5,350,43,16,27,d57e18d5f73c7ccb7f7339b61166898d,sao paulo,SP,83.9,13.95,1,83.9
105b2c7913d00cfa89da319a1d8a9f12,fa064edddf6e97abbe5c05226bc1b7ea,11/9/2017 17:39,12/6/2017 0:00,f01c59614d7fda42cdaf83f42f816348,xanxere,SC,6bc8dadd7731eae110fe2d177361784c,48,591,3,138,16,13,13,229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,MG,187,17.75,1,187
0d193d461bbcef442c5e6786a16d5bca,d316653e26343ebd09a65316574afd7b,11/20/2017 12:49,12/7/2017 0:00,980097869b622b2054accc551ed1c86f,sao paulo,SP,9e8762176dba8eada7ed0259e69c3423,60,296,2,150,16,11,11,66dc1b1632bd6a3e508510c5b3492107,jau,SP,29.9,11.85,1,29.9
0d193d461bbcef442c5e6786a16d5bca,d316653e26343ebd09a65316574afd7b,11/20/2017 12:49,12/7/2017 0:00,980097869b622b2054accc551ed1c86f,sao paulo,SP,9e8762176dba8eada7ed0259e69c3423,60,296,2,150,16,11,11,66dc1b1632bd6a3e508510c5b3492107,jau,SP,29.9,11.85,2,59.8
0d193d461bbcef442c5e6786a16d5bca,d316653e26343ebd09a65316574afd7b,11/20/2017 12:49,12/7/2017 0:00,980097869b622b2054accc551ed1c86f,sao paulo,SP,9e8762176dba8eada7ed0259e69c3423,60,296,2,150,16,11,11,66dc1b1632bd6a3e508510c5b3492107,jau,SP,29.9,11.85,3,89.7
0d193d461bbcef442c5e6786a16d5bca,d316653e26343ebd09a65316574afd7b,11/20/2017 12:49,12/7/2017 0:00,980097869b622b2054accc551ed1c86f,sao paulo,SP,9e8762176dba8eada7ed0259e69c3423,60,296,2,150,16,11,11,66dc1b1632bd6a3e508510c5b3492107,jau,SP,29.9,11.85,4,119.6
0e52eaa92a794742da29c413a23a7b80,0093eadfb5536c158311672bdf418044,6/26/2018 21:23,7/26/2018 0:00,693343dbec3bbc6b1641ee705715a12f,jatai,GO,53b36df67ebb7c41585e8d54d6772e08,33,523,3,584,16,11,13,7d13fca15225358621be4086e1eb0964,ribeirao preto,SP,119,18.93,1,119
114b220ff080617e99d21cb8549b7433,f3b31ef24fd2dee8c429445b06376351,6/29/2018 20:26,7/19/2018 0:00,0473d91d551a30df5027481af9963b8a,ubatuba,SP,0dadef6ed70b861b14eddb3a3ca6b73e,60,1450,4,300,16,16,16,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,55,13.05,1,55
1d14bb358f43b14725c70bdc035ce24e,178910ef515adef6afbf89b143d5e25d,3/2/2018 23:51,3/27/2018 0:00,e4e6876cca9888203156816a0e2a7523,brasilia,DF,c59f580bd1844c1f634ce410bda0a6ea,42,1405,3,150,35,2,25,79ebd9a61bac3eaf882805ed4ecfa12a,cascavel,PR,14.9,25.63,1,14.9
189f6ebeadf450bb5abaff2b8a55ffd2,fe826d3b6cfb3ef2dcade4fdc9dcce4f,12/1/2017 14:12,12/29/2017 0:00,8266a33ae45def22e9a5142f504746f1,macae,RJ,189e539d996a9b8ba4bba1a140a024a7,59,763,2,300,20,10,15,2a5b78b41cd05baeac8df54c6606b92c,formiga,MG,133.4,15.66,1,133.4
189f6ebeadf450bb5abaff2b8a55ffd2,fe826d3b6cfb3ef2dcade4fdc9dcce4f,12/1/2017 14:12,12/29/2017 0:00,8266a33ae45def22e9a5142f504746f1,macae,RJ,a669398f595527fc03acc1ebda6b3cce,58,905,2,300,20,10,15,2a5b78b41cd05baeac8df54c6606b92c,formiga,MG,127.5,15.66,2,255
13dabdb9dbb49bde13dd90285c2640eb,bdeed2682d24050311eb6f60d75721e5,2/12/2018 19:26,3/13/2018 0:00,873955fc322cc2bb2ddbbdfaae0698bb,garopaba,SC,83b92639fffd1d55c9e04c77c86d8d2c,56,901,1,280,20,15,14,00fc707aaaad2d31347cf883cd2dfe10,maringa,PR,80,15.31,1,80
1c1f0315904930fe04e649a6eb20c4e4,d05e102089074ece592f77a56e66d08e,7/21/2018 17:38,8/16/2018 0:00,3941d548b98c232be3b02321648523ad,pocoes de paineiras,MG,e8726dba146280f6ac62eddbf22d71b0,54,1905,3,450,50,20,20,d1ef48b38baca7e831711c4a0aeb398f,apucarana,PR,32.99,21.53,1,32.99
0347e77ba3ffb1d21339231e1f882b5c,d98cc303c53b826e8a2187c4f04c100e,2/5/2018 17:50,3/9/2018 0:00,357db15188917085133588f0fd96950e,guarulhos,SP,70906e04da1eebf3d1b8791bd09ffe85,51,518,1,214,18,14,13,f457c46070d02cadd8a68551231220dd,maringa,PR,69.9,12.62,1,69.9
0347e77ba3ffb1d21339231e1f882b5c,d98cc303c53b826e8a2187c4f04c100e,2/5/2018 17:50,3/9/2018 0:00,357db15188917085133588f0fd96950e,guarulhos,SP,70906e04da1eebf3d1b8791bd09ffe85,51,518,1,214,18,14,13,f457c46070d02cadd8a68551231220dd,maringa,PR,69.9,12.62,2,139.8
1aaeb5badaa812e15594d2c5d04e474a,9f9552abc310f12bcf37a6b8e3e8c4a8,4/21/2017 14:48,5/11/2017 0:00,79afc62338398d8dcde1ce6bde597dd6,taubate,SP,252dc1fbd22786a5305623453f8eaf8b,59,3323,8,100,28,13,12,e9779976487b77c6d4ac45f75ec7afe9,praia grande,SP,65,11.06,1,65
1ce8d14cbfa55d85f3009438ecbd792b,ec39af6d947e4c0aa1181ff5fd68253f,7/24/2018 22:27,8/13/2018 0:00,db81ac402531dfc86f479a19e88f20fd,paulo afonso,BA,cc5447118c174dcc6456c84ccb29e6f7,25,549,1,550,19,13,18,289cdb325fb7e7f891c38608bf9e0962,belo horizonte,SP,119.8,22.77,1,119.8
13fc19d5bc2bd52fce8baeb3f31e5dd6,734c83d2485aef612fdcd2a43908c326,7/19/2018 16:50,8/20/2018 0:00,f8cf243eb77dc2421efaa2bc1a0346bf,boituva,SP,81a7ce9e5b3c92b523c22a4d3d3e05f4,60,213,1,450,16,30,11,1b45169b635ef59425637e9a33eb5fb3,maringa,PR,44,13.65,1,44
1f87ac3f856bae9e742538bc551bdf5b,2c32dba7a49f14ff6c477b91e8a7fb06,10/27/2017 12:38,11/13/2017 0:00,27882b4ede2bb2b11fbd9aaaa970a666,sao paulo,SP,6dde44b4172999f35f08654d06bad633,55,1180,1,16167,64,62,25,7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,SP,194.99,17.76,1,194.99
1f87ac3f856bae9e742538bc551bdf5b,2c32dba7a49f14ff6c477b91e8a7fb06,10/27/2017 12:38,11/13/2017 0:00,27882b4ede2bb2b11fbd9aaaa970a666,sao paulo,SP,6dde44b4172999f35f08654d06bad633,55,1180,1,16167,64,62,25,7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,SP,194.99,17.76,2,389.98
043332e857863b02677c1e075e3cc0cf,2b73a8fa9430b526be65472668b11004,11/8/2017 15:26,12/19/2017 0:00,10afb8c989b931b11e486b35bc422419,quintana,SP,3dabf82e264128dda5088dc804e09cc8,52,692,4,450,30,9,30,99002261c568a84cce14d43fcffb43ea,cuiaba,MT,90,44.48,1,90
045806c8806bca9909e23a1a79cfdd0c,fa7ff73c5d702b41dd2f88e18484a275,12/10/2017 20:49,1/4/2018 0:00,acba7cde2891370b58876bceea6049d3,itanhaem,SP,977f845fc71d6dfd5af3a0aaaabf2161,46,1947,4,10000,50,34,50,4b9750c8ad28220fe6702d4ecb7c898f,limeira,SP,139.9,34.25,1,139.9
0a671900301b8fcb176e26d685aa7fb2,383302d43ca2506b3170ad8cba658b95,10/31/2017 21:42,11/10/2017 0:00,00c31de6420048cb3f668c99153debf7,rio claro,SP,381db5acd0b7163fc12b8efc2fda6e9e,54,561,6,350,33,11,11,e0a366315b1b726b6c7832d664c0f530,sao paulo,SP,64.9,8.72,1,64.9
1c81f9f4689604517458a9438caaca30,135faf5be3b5e8705cc07b77df127bbb,4/30/2018 13:17,5/23/2018 0:00,9d0ef48a7d5a1b31a2ff6a09713fc24d,teixeira de freitas,BA,bcad5b050c241af2fdc24c51556b297c,60,1177,3,11450,23,43,35,276677b5d08786d5dce7c2149dcce48b,belo horizonte,MG,329.9,24.02,1,329.9
1eecd2bcaafb81b8fa1c0c28d3de1f32,74a3ec43f4decf8f77dd1049a10b7a83,5/26/2018 15:41,7/5/2018 0:00,9609ec35c80d7690a452ec393d8ffba5,porto alegre,RS,a537bc52f4b925ec56cc9937a7601636,44,729,1,3450,20,30,30,54965bbe3e4f07ae045b90b0b8541f52,foz do iguacu,PR,119.9,34.38,1,119.9
0ff4f1ed797bbfac9a16714dfa5162aa,0e7292b365653509f4f2f1953fdd2ced,2/26/2018 12:58,3/23/2018 0:00,08fb962906a9c56eaf30429574fecb30,rio de janeiro,RJ,9ef8eabf54b45bc606e85fcb4d97e968,40,1387,1,2140,38,38,36,c3cfdc648177fdbbbb35635a37472c53,curitiba,PR,329.9,24.18,1,329.9
062fb51d4257a8a7ef0bb5df1becde54,b24db387af945bdac7f0e3802cdf45a7,1/12/2018 13:14,2/9/2018 0:00,8ae811f1cb9bdf616b018c95f923b3cf,itabirito,MG,3470ec574925a96bb8480140fddb1050,55,633,1,300,16,16,16,76d5af76d0271110f9af36c92573f765,sao paulo,SP,21.9,15.1,1,21.9
204c3a076103a93b98207df2faeb6b4c,c908a3e881a6b1e45aba3336b478f445,5/21/2017 8:00,6/21/2017 0:00,fafbc4ecb15933633821dfd530c9263b,goiania,GO,c8aa3a6754ab1ad362858eca26f58c8b,64,409,2,10900,45,15,35,4a3ca9315b744ce9f8e9374361493884,ibitinga,SP,210,16.22,1,210
061ba2e2d7544790b6ed6b5b4dd9278c,45a5c55de4dd108a83c8f746bec3ef2b,5/3/2018 22:56,6/4/2018 0:00,b827fea57cffd3dd3389cfff90963c90,itapetinga,BA,53b36df67ebb7c41585e8d54d6772e08,33,523,3,584,16,11,13,7d13fca15225358621be4086e1eb0964,ribeirao preto,SP,110,0,1,110
16084e188e0613c06730f77bcbfa9ff7,22c84693fe0e3b1dce11069c6f7f448a,2/20/2018 13:53,3/21/2018 0:00,69e86568c7a3875c1be33c2b47c3cedb,juazeiro do norte,CE,a179fe5e75138e812571da4d038f0271,55,713,6,3650,56,6,76,7142540dd4c91e2237acb7e911c4eba2,penapolis,SP,149.9,33.5,1,149.9
